 Activity, AccelX_5, AccelY_5, AccelZ_5, GyroX_5, GyroY_5, GyroZ_5
0,-3.550051,2.56236,8.661857,0.037678,-0.044525,0.029268
0,-3.530091,2.555092,8.642369,0.038774,-0.060895,0.028644
0,-3.482822,2.522805,8.581835,0.036423,-0.051542,0.051881
0,-3.452755,2.476303,8.574833,0.04118,-0.053533,0.081867
0,-3.429829,2.472445,8.555542,0.04521,-0.069761,0.116195
0,-3.377725,2.5029,8.625739,0.04949,-0.110209,0.136656
0,-3.404992,2.556536,8.648238,0.051596,-0.14218,0.125887
0,-3.402352,2.529764,8.75758,0.042172,-0.143438,0.098805
0,-3.409822,2.552731,8.829085,0.034495,-0.136774,0.076931
0,-3.367665,2.523096,8.817224,0.034625,-0.104829,0.066683
0,-3.359251,2.577363,8.824851,0.037117,-0.073261,0.069854
0,-3.368972,2.611548,8.778749,0.028557,-0.061279,0.065046
0,-3.391974,2.645607,8.779183,0.002052,-0.063402,0.047522
0,-3.398318,2.679661,8.75202,-0.029372,-0.059637,0.010743
0,-3.386706,2.756826,8.745018,-0.052433,-0.048137,-0.025755
0,-3.383533,2.742706,8.881231,-0.065973,-0.039347,-0.046022
0,-3.411232,2.829128,8.880593,-0.05126,-0.037276,-0.037782
0,-3.367155,2.839653,8.843958,-0.014225,-0.045809,-0.01622
0,-3.339451,2.775977,8.862862,0.029305,-0.050277,0.017272
0,-3.363105,2.789416,8.913235,0.042828,-0.056788,0.026443
0,-3.460029,2.846168,8.818337,0.047866,-0.054071,0.01241
0,-3.390066,2.765305,8.765443,0.050603,-0.031302,-0.024159
0,-3.32912,2.668443,8.826943,0.018285,-0.011855,-0.072631
0,-3.393919,2.799749,8.796266,-0.021368,-0.014152,-0.109812
0,-3.415926,2.830998,8.724786,-0.019183,-0.032075,-0.121669
0,-3.338292,2.656699,8.787542,0.017999,-0.034718,-0.106886
0,-3.308736,2.647759,8.737964,0.038264,-0.004298,-0.064811
0,-3.404543,2.713677,8.675937,0.046233,0.016459,-0.031099
0,-3.454981,2.807881,8.698167,0.05048,0.001552,-0.021871
0,-3.368419,2.698538,8.692062,0.039936,-0.029955,-0.026062
0,-3.379615,2.653229,8.823273,0.011786,-0.040312,-0.031563
0,-3.463302,2.699953,8.833063,-0.009659,-0.03922,-0.05534
0,-3.487833,2.797976,8.847674,0.003937,-0.02558,-0.071041
0,-3.469639,2.710197,8.766185,0.025757,-0.00423,-0.064619
0,-3.428109,2.604383,8.74835,0.044234,0.021727,-0.046672
0,-3.440678,2.621047,8.677036,0.028278,0.052619,-0.038247
0,-3.530108,2.750426,8.671319,-0.00833,0.060611,-0.047413
0,-3.537258,2.746106,8.669775,-0.030114,0.039217,-0.053877
0,-3.454614,2.6819,8.686969,-0.03155,0.023092,-0.046066
0,-3.427221,2.583022,8.691203,-0.026589,0.036489,-0.020315
0,-3.477361,2.686406,8.706384,-0.031824,0.055603,-0.004662
0,-3.456469,2.727126,8.767965,-0.027431,0.029814,0.003819
0,-3.443757,2.700398,8.773276,-0.03297,-0.009169,-0.002729
0,-3.435845,2.692363,8.818278,-0.038094,-0.025529,-0.003249
0,-3.487217,2.760073,8.852729,-0.045628,-0.016988,-0.001804
0,-3.488789,2.781584,8.910428,-0.038048,0.003372,0.007118
0,-3.39469,2.711432,8.864698,-0.025061,0.015991,0.026054
0,-3.329535,2.680005,8.83348,-0.009815,0.055877,0.053324
0,-3.325485,2.715992,8.815532,-0.004539,0.064219,0.04968
0,-3.289218,2.797371,8.771211,-0.008321,0.041276,0.030505
0,-3.378895,2.791098,8.755918,-0.00648,-0.00557,-0.010306
0,-3.300039,2.771157,8.761763,-0.009932,-0.019513,-0.038007
0,-3.257857,2.681608,8.695272,-0.029173,0.009185,-0.047309
0,-3.252749,2.699781,8.705111,-0.042755,0.047745,-0.043276
0,-3.307131,2.761698,8.779799,-0.042645,0.049815,-0.037238
0,-3.357466,2.787731,8.823938,-0.03264,0.037628,-0.028177
0,-3.343728,2.712979,8.823057,-0.020214,0.02409,-0.019662
0,-3.390347,2.730761,8.892914,-0.017746,0.016552,-0.019794
0,-3.447251,2.757046,8.87722,-0.02113,-0.002424,-0.009693
0,-3.442014,2.707553,8.873084,-0.014774,-0.018568,0.003799
0,-3.444186,2.689885,8.881845,0.002541,-0.017464,0.013062
0,-3.479545,2.714653,8.862913,0.018995,-0.009777,0.014273
0,-3.491826,2.665931,8.885691,0.031236,-0.00248,0.010409
0,-3.472115,2.637878,8.824884,0.03144,0.030402,0.009532
0,-3.482268,2.644404,8.779455,0.005953,0.050023,0.004111
0,-3.455241,2.690365,8.751096,-0.00833,0.037807,0.004194
0,-3.394501,2.652424,8.702708,-0.000316,0.001551,0.003095
0,-3.336699,2.613031,8.744702,0.005646,-0.026642,0.00509
0,-3.369138,2.626173,8.75223,0.004715,-0.044061,0.011289
0,-3.4308,2.64754,8.809584,0.003173,-0.047835,0.018218
0,-3.433574,2.678637,8.824487,0.002235,-0.047077,0.016846
0,-3.408085,2.716128,8.871501,-0.004342,-0.041744,0.007317
0,-3.414616,2.781595,8.917492,-0.018908,-0.053389,-0.003491
0,-3.412013,2.815211,8.951294,-0.029282,-0.057011,-0.011342
0,-3.388453,2.809165,9.058644,-0.035648,-0.060511,-0.015619
0,-3.356115,2.844339,9.017988,-0.026823,-0.05547,-0.015291
0,-3.314788,2.830365,9.013896,0.006322,-0.038381,-0.013099
0,-3.281672,2.760091,8.967362,0.050004,-0.026642,-0.021242
0,-3.281363,2.716785,9.050273,0.084371,-0.02875,-0.038388
0,-3.273963,2.66297,8.961706,0.102044,-0.028747,-0.048003
0,-3.289308,2.587926,8.909173,0.104819,-0.01432,-0.049865
0,-3.260043,2.524052,8.859632,0.093115,0.002072,-0.047865
0,-3.278183,2.522401,8.778744,0.079112,-0.003083,-0.038954
0,-3.261327,2.544811,8.722646,0.076411,-0.022702,-0.022712
0,-3.240541,2.492161,8.696136,0.076388,-0.053522,-0.01577
0,-3.264106,2.503558,8.638743,0.088413,-0.072974,-0.019302
0,-3.254329,2.551595,8.579712,0.109004,-0.078568,-0.027861
0,-3.293147,2.550434,8.576271,0.114834,-0.077733,-0.032787
0,-3.363171,2.56696,8.597272,0.091007,-0.082067,-0.039923
0,-3.404275,2.597797,8.626049,0.050492,-0.098729,-0.044499
0,-3.415293,2.680638,8.603127,0.019551,-0.088185,-0.053808
0,-3.409198,2.679354,8.605944,0.004543,-0.062837,-0.067174
0,-3.355432,2.640968,8.606317,-0.004248,-0.040412,-0.077375
0,-3.390041,2.637802,8.640243,-0.020688,-0.023545,-0.084972
0,-3.446283,2.729992,8.729951,-0.032346,-0.026394,-0.089321
0,-3.441527,2.755778,8.80609,-0.035735,-0.055807,-0.090912
0,-3.439109,2.759901,8.783969,-0.011713,-0.065261,-0.081418
0,-3.412535,2.703924,8.778192,0.02244,-0.048054,-0.070517
0,-3.436095,2.714356,8.738838,0.046347,-0.019775,-0.060643
0,-3.48643,2.74082,8.765471,0.036746,-0.003573,-0.06227
0,-3.508169,2.756304,8.742709,0.003269,-0.001584,-0.074852
0,-3.473447,2.794018,8.758571,-0.02578,-0.004318,-0.089942
0,-3.398794,2.731736,8.823078,-0.042079,-0.002798,-0.093287
0,-3.414211,2.790657,8.867384,-0.03328,-0.000577,-0.089728
0,-3.475403,2.838947,8.908612,-0.010271,-0.005875,-0.078639
0,-3.417104,2.771291,8.894071,0.012641,-0.007854,-0.064599
0,-3.414939,2.7881,8.885463,0.020316,0.005741,-0.045756
0,-3.435645,2.794788,8.887637,0.025763,0.012636,-0.030492
0,-3.435365,2.824537,8.852497,0.032241,0.010043,-0.025854
0,-3.380225,2.783635,8.784918,0.040587,0.01318,-0.026932
0,-3.364222,2.764565,8.698149,0.033349,0.028002,-0.029154
0,-3.369286,2.711799,8.673756,0.019963,0.040938,-0.035783
0,-3.372628,2.738952,8.637969,-0.000685,0.043796,-0.039546
0,-3.405757,2.772106,8.652582,-0.014839,0.034292,-0.042643
0,-3.447546,2.789917,8.633505,-0.028795,0.008513,-0.033465
0,-3.451042,2.757887,8.668156,-0.031335,-0.00628,-0.015784
0,-3.484278,2.744561,8.727452,-0.033495,-0.013309,-0.003559
0,-3.51396,2.758858,8.753555,-0.04117,-0.018504,0.005365
0,-3.54298,2.772564,8.780129,-0.04908,-0.0211,0.009407
0,-3.553202,2.780034,8.803713,-0.054133,-0.023035,0.014153
0,-3.588055,2.79737,8.787668,-0.044669,-0.024263,0.027315
0,-3.469805,2.723789,8.739716,-0.031882,-0.028608,0.049238
0,-3.449389,2.706444,8.853275,-0.016506,-0.02818,0.087417
0,-3.439706,2.700134,8.88073,0.009316,-0.056186,0.124677
0,-3.460975,2.737489,8.881327,0.042611,-0.071051,0.135051
0,-3.458297,2.724742,8.8731,0.065802,-0.068936,0.117056
0,-3.426124,2.682863,8.864998,0.05918,-0.030567,0.086082
0,-3.378345,2.648656,8.844003,0.017634,0.035783,0.067913
0,-3.317492,2.646605,8.866266,-0.030131,0.089486,0.04932
0,-3.284271,2.676531,8.815034,-0.064622,0.12082,0.039526
0,-3.219357,2.729633,8.787471,-0.061877,0.116412,0.037399
0,-3.183535,2.684065,8.765628,-0.035988,0.084522,0.043321
0,-3.193827,2.730639,8.768606,-0.012664,0.046082,0.050514
0,-3.219578,2.747069,8.834898,-0.00444,0.011258,0.06962
0,-3.235285,2.690833,8.841455,-0.00738,-0.000573,0.088602
0,-3.251671,2.699682,8.844589,-0.00404,0.019045,0.08616
0,-3.212715,2.718142,8.803412,-0.006015,0.039753,0.067874
0,-3.19703,2.697649,8.71705,-0.009794,0.060123,0.042285
0,-3.191314,2.710706,8.750389,-0.022047,0.050661,0.018179
0,-3.20676,2.769907,8.686186,-0.033522,0.019516,0.011167
0,-3.195942,2.775326,8.615341,-0.030805,-0.012385,0.019033
0,-3.187923,2.72646,8.612307,-0.01756,-0.035581,0.037394
0,-3.174947,2.723076,8.657584,-0.006125,-0.057672,0.046749
0,-3.233716,2.689576,8.694605,-0.017989,-0.078162,0.039018
0,-3.25603,2.667324,8.782543,-0.05754,-0.095628,0.035748
0,-3.325687,2.665286,8.900174,-0.094071,-0.116145,0.023959
0,-3.356744,2.646477,9.013207,-0.128181,-0.135131,0.008174
0,-3.34119,2.632057,9.023203,-0.132424,-0.137063,0.004639
0,-3.307924,2.547243,9.032064,-0.121323,-0.123912,0.006714
0,-3.231764,2.486208,9.01674,-0.11988,-0.096669,0.023207
0,-3.220269,2.528565,9.046402,-0.110629,-0.064669,0.046647
0,-3.171396,2.525143,9.036766,-0.080143,-0.052218,0.054366
0,-3.116444,2.521714,9.068436,-0.031109,-0.050907,0.037152
0,-3.124121,2.545568,9.066239,0.021782,-0.047151,0.012426
0,-3.142009,2.549565,9.053119,0.056325,-0.056934,-0.007817
0,-3.142486,2.534369,8.954181,0.064659,-0.04508,-0.018817
0,-3.118754,2.546864,8.835322,0.043714,-0.018314,-0.016087
0,-3.125107,2.553784,8.79192,0.015211,-0.003327,-0.010433
0,-3.088846,2.606546,8.782021,-0.002228,-0.003012,-0.021149
0,-3.06849,2.587118,8.804797,-0.024125,-0.026987,-0.040053
0,-3.073136,2.665564,8.843295,-0.037114,-0.048069,-0.069574
0,-3.077298,2.703375,8.94157,-0.034737,-0.072953,-0.093892
0,-3.110098,2.655091,8.929642,-0.011424,-0.074537,-0.099
0,-3.110046,2.633681,8.940159,0.003821,-0.054339,-0.085833
0,-3.169774,2.653386,8.909848,0.006719,-0.030189,-0.06145
0,-3.171898,2.67382,8.859857,0.008887,-0.020964,-0.040627
0,-3.140187,2.654984,8.835429,0.011475,-0.018765,-0.036798
0,-3.154603,2.689136,8.80636,0.016703,-0.030694,-0.039156
0,-3.197711,2.676668,8.805397,0.011339,-0.052805,-0.050425
0,-3.256358,2.722671,8.832014,0.003491,-0.067739,-0.06774
0,-3.354295,2.735175,8.818634,-0.014058,-0.062782,-0.077179
0,-3.367135,2.659952,8.853121,-0.027885,-0.038678,-0.077838
0,-3.377442,2.693603,8.843216,-0.043078,-0.007142,-0.069075
0,-3.410363,2.704294,8.869704,-0.048214,0.009057,-0.049659
0,-3.373833,2.67559,8.888747,-0.037606,0.001466,-0.022303
0,-3.373038,2.672407,8.890006,-0.009873,-0.023557,-0.003587
0,-3.402014,2.609269,8.92693,0.015593,-0.057468,0.02737
