 Activity, AccelX_5, AccelY_5, AccelZ_5, GyroX_5, GyroY_5, GyroZ_5
0,-1.177692,2.465347,9.205504,0.066418,-0.030395,-0.052197
0,-1.263053,2.51579,9.179031,0.041974,-0.037708,-0.076215
0,-1.298165,2.502406,9.230323,0.013916,-0.022867,-0.092523
0,-1.377168,2.491541,9.196479,-0.025681,-0.001929,-0.097011
0,-1.429418,2.515842,9.135041,-0.040355,-0.002142,-0.088679
0,-1.45971,2.501454,9.069744,-0.037534,-0.016693,-0.082561
0,-1.480738,2.498882,9.109207,-0.047746,-0.044583,-0.081279
0,-1.522348,2.395399,9.206495,-0.059802,-0.06504,-0.072715
0,-1.549585,2.409028,9.289858,-0.079233,-0.066458,-0.053115
0,-1.583645,2.345139,9.397242,-0.079331,-0.046527,-0.026123
0,-1.581941,2.332556,9.419126,-0.0674,-0.035806,0.013177
0,-1.553489,2.292269,9.4787,-0.049403,-0.038618,0.052358
0,-1.545919,2.326346,9.589609,-0.045598,-0.022651,0.08034
0,-1.483107,2.337537,9.563516,-0.065192,0.012025,0.100595
0,-1.436664,2.293515,9.504036,-0.073668,0.028232,0.116482
0,-1.396411,2.339828,9.402354,-0.096216,0.019852,0.127387
0,-1.316834,2.304175,9.391597,-0.104969,0.009926,0.136135
0,-1.22731,2.281755,9.466616,-0.123064,0.021472,0.131688
0,-1.155095,2.301563,9.509075,-0.159264,0.047805,0.117998
0,-1.086767,2.383542,9.505197,-0.168424,0.0682,0.093139
0,-1.094296,2.430562,9.46233,-0.16265,0.090494,0.06662
0,-1.064258,2.535294,9.458351,-0.153132,0.11455,0.027575
0,-1.094434,2.491677,9.271856,-0.179363,0.124893,-0.00582
0,-1.108337,2.470869,9.275771,-0.176463,0.107849,-0.020823
0,-1.145407,2.416667,9.287863,-0.154942,0.086543,-0.020042
0,-1.14162,2.382353,9.310474,-0.161959,0.058014,-0.012541
0,-1.130181,2.355819,9.375976,-0.137344,0.039571,-0.002224
0,-1.131379,2.38152,9.469972,-0.102925,0.050833,-0.023641
0,-1.165148,2.432314,9.402902,-0.158627,0.09814,-0.057165
0,-1.198337,2.420168,9.344666,-0.188617,0.137706,-0.0853
0,-1.256414,2.4404,9.230618,-0.219784,0.138858,-0.104606
0,-1.297777,2.34752,9.256097,-0.215415,0.11461,-0.116797
0,-1.340389,2.250438,9.379966,-0.157847,0.062598,-0.126665
0,-1.382878,2.217388,9.557206,-0.120025,0.008661,-0.141743
0,-1.44878,2.115514,9.649519,-0.060712,-0.025829,-0.150422
0,-1.513961,1.98146,9.649074,-0.006603,-0.053607,-0.140275
0,-1.482045,1.785861,9.585618,0.056797,-0.046241,-0.089604
0,-1.590049,1.912131,9.613855,0.133344,0.000426,-0.026115
0,-1.698075,2.144781,9.483892,0.057637,0.015592,0.007546
0,-1.564847,2.138167,9.381613,-0.00794,0.042213,-0.014918
0,-1.537553,2.217329,9.36605,-0.025617,0.053115,-0.033559
0,-1.567086,2.179731,9.435278,-0.029424,0.026663,-0.047948
0,-1.543285,2.179801,9.441367,-0.023321,0.001193,-0.046207
0,-1.574699,2.13348,9.486671,0.004274,-0.016601,-0.037161
0,-1.55924,2.084449,9.457194,-0.004174,-0.024319,-0.019282
0,-1.55392,2.121274,9.549626,-0.025608,-0.016699,-0.007524
0,-1.585104,2.140346,9.612381,-0.056059,0.020354,0.008135
0,-1.531908,2.114084,9.557011,-0.057756,0.063162,0.028592
0,-1.521499,2.134103,9.525173,-0.031086,0.069302,0.052762
0,-1.498532,2.240752,9.453612,0.010522,0.030934,0.065898
0,-1.450467,2.277607,9.408128,0.031608,-0.013731,0.06031
0,-1.44149,2.287769,9.450918,0.022003,-0.042834,0.041327
0,-1.427198,2.269383,9.488585,0.002957,-0.023861,0.023807
0,-1.429737,2.228529,9.5395,-0.01587,-0.004583,0.00375
0,-1.440878,2.211689,9.534163,-0.01058,0.01133,-0.001419
0,-1.47551,2.197251,9.504029,0.014177,-0.003084,0.007984
0,-1.467413,2.174621,9.497964,0.04514,-0.036204,0.034348
0,-1.394498,2.173541,9.465524,0.079079,-0.071201,0.067074
0,-1.375902,2.228337,9.537545,0.089321,-0.092294,0.091695
0,-1.34457,2.330652,9.602075,0.091161,-0.121534,0.101822
0,-1.256621,2.342116,9.674037,0.100511,-0.11726,0.096466
0,-1.282419,2.432502,9.683594,0.117801,-0.107357,0.070261
0,-1.297031,2.443901,9.613883,0.153157,-0.090582,0.036781
0,-1.342939,2.315352,9.505705,0.145424,-0.081236,0.015807
0,-1.366966,2.28342,9.425411,0.11882,-0.081927,0.026212
0,-1.421056,2.273411,9.407732,0.094127,-0.080679,0.036969
0,-1.370821,2.272506,9.430785,0.077422,-0.077785,0.054781
0,-1.368212,2.305371,9.453881,0.083667,-0.073227,0.063487
0,-1.358865,2.282421,9.484756,0.10415,-0.072328,0.074906
0,-1.324251,2.26175,9.459055,0.094707,-0.071371,0.090202
0,-1.295675,2.297857,9.425233,0.087491,-0.075274,0.107529
0,-1.285813,2.339831,9.410478,0.071266,-0.069675,0.105039
0,-1.263161,2.332179,9.428642,0.038336,-0.049298,0.090855
0,-1.266096,2.356906,9.390688,0.023186,-0.027127,0.068593
0,-1.24876,2.343857,9.409458,0.005375,-0.020377,0.051903
0,-1.241151,2.316216,9.485175,-0.008852,-0.021247,0.044703
0,-1.21465,2.313857,9.590189,-0.00972,-0.015873,0.045392
0,-1.175089,2.265236,9.585086,0.01675,-0.016807,0.055475
0,-1.146809,2.269961,9.608319,0.055588,-0.027227,0.067414
0,-1.132844,2.257595,9.582663,0.097415,-0.044072,0.081234
0,-1.133889,2.32586,9.510027,0.108358,-0.037813,0.085166
0,-1.084461,2.332769,9.431869,0.104191,-0.0238,0.077806
0,-1.089301,2.365429,9.311141,0.081555,-0.011788,0.062887
0,-1.031992,2.381645,9.319267,0.060756,-0.016235,0.060131
0,-0.931276,2.38863,9.332724,0.063065,-0.024202,0.065689
0,-0.892792,2.408128,9.298467,0.061014,-0.038658,0.062443
0,-0.928352,2.457871,9.339804,0.059109,-0.038594,0.046827
0,-0.898607,2.464623,9.28194,0.045515,-0.032072,0.021162
0,-0.933367,2.417022,9.223442,0.03938,-0.036377,0.009977
0,-1.013054,2.437454,9.213043,0.029406,-0.054919,0.008472
0,-1.100297,2.411021,9.212311,0.022346,-0.075408,0.014632
