 Activity, AccelX_5, AccelY_5, AccelZ_5, GyroX_5, GyroY_5, GyroZ_5
0,0.148915,4.705827,8.557376,-0.01343,-0.001028,0.017995
0,0.202848,4.666829,8.485154,-0.027897,-0.000346,0.01636
0,0.232652,4.668847,8.412815,-0.0387,0.023742,0.001388
0,0.194148,4.66526,8.46322,-0.04984,0.054852,-0.014097
0,0.118559,4.69819,8.585538,-0.061949,0.0751779999999999,-0.022977
0,0.10381,4.7003,8.721371,-0.06278,0.074282,-0.022823
0,0.064954,4.687984,8.799171,-0.05713,0.050774,-0.021172
0,0.111275,4.672805,8.735648,-0.043163,0.029994,-0.030592
0,0.133152,4.70798,8.64412,-0.034818,0.02163,-0.033055
0,0.159389,4.747101,8.595622,-0.031811,0.031855,-0.035515
0,0.198495,4.695782,8.622887,-0.034783,0.045355,-0.028269
0,0.16067,4.649364,8.675476,-0.035039,0.043173,-0.036204
0,0.158342,4.61199,8.697287,-0.037798,0.033658,-0.047587
0,0.133071,4.579987,8.694687,-0.038293,0.039375,-0.052828
0,0.099837,4.546953,8.806952,-0.023542,0.042383,-0.060773
0,0.032035,4.55797,8.80445,-0.012328,0.029315,-0.064614
0,0.020363,4.580966,8.768408,0.001447,0.008917,-0.07937
0,0.010041,4.568384,8.708045,0.00757,-0.002063,-0.074684
0,0.020231,4.557609,8.645351,0.010548,-0.010936,-0.0781609999999999
0,0.016988,4.521863,8.621139,0.006019,-0.013072,-0.081885
0,0.026068,4.499978,8.542295,-0.009728,-0.007197,-0.087051
0,0.002338,4.470121,8.538339,-0.02373,0.015021,-0.095043
0,-0.0628399999999999,4.509327,8.586717,-0.034714,0.031316,-0.102277
0,-0.06571,4.528384,8.665621,-0.037563,0.036041,-0.100834
0,-0.156928,4.588266,8.680282,-0.0412,0.026192,-0.093498
0,-0.186064,4.635249,8.698825,-0.045445,0.009613,-0.08771
0,-0.22294,4.70236,8.63798,-0.047474,-0.005407,-0.070009
0,-0.229112,4.703569,8.614429,-0.053753,-0.010928,-0.056083
0,-0.21611,4.769004,8.620146,-0.058925,-0.018404,-0.039646
0,-0.203505,4.813969,8.59276,-0.067778,-0.021676,-0.020163
0,-0.180802,4.827893,8.628511,-0.0690709999999999,-0.014191,0.001167
0,-0.11988,4.835068,8.643315,-0.0677,-0.0081169999999999,0.02009
0,-0.107413,4.8069,8.726973,-0.068121,-0.002237,0.038688
0,-0.0797289999999999,4.694558,8.700241,-0.067604,-2.5e-05,0.053481
0,-0.046448,4.59528,8.733318,-0.060366,0.001153,0.056427
