 Activity, AccelX_5, AccelY_5, AccelZ_5, GyroX_5, GyroY_5, GyroZ_5
0,-0.666306,1.265336,8.354933,0.945715,-1.57099,0.211875
0,-0.421361,1.682025,9.535156,1.282255,-1.330778,0.295813
0,-0.531895,1.696439,10.175363,1.169089,-1.216788,0.227958
0,-0.364196,2.065,10.264915,0.654197,-1.017232,-0.032367
0,0.058822,2.145596,10.011243,0.05935,-0.545891,-0.200936
0,0.139877,1.975949,9.437352,0.010668,-0.34095,-0.120522
0,0.065609,1.987637,9.385197,0.189125,-0.229877,-0.004227
0,0.019272,2.129517,9.341644,0.211054,-0.140158,0.056012
0,-0.041165,2.156414,9.007413,0.0739419999999999,0.099246,-0.014411
0,0.053968,2.181871,9.257844,-0.105824,0.447104,-0.14356
0,0.053968,2.181871,9.257844,-0.105824,0.447104,-0.14356
0,-0.250038,2.076128,9.547456,-0.112987,0.478712,-0.129483
0,-0.59031,1.780096,9.684549,-0.064567,0.273025,-0.09177
0,-0.438156,1.919702,9.764885,0.078872,0.0833229999999999,-0.12971
0,-0.189008,2.201593,9.692426,0.093748,0.086565,-0.144821
0,-0.323057,2.125244,9.489883,0.063569,0.110412,-0.116973
0,-0.32839,2.077239,9.287089,-0.010685,0.26407,-0.107749
0,-0.368856,2.158193,9.526844,-0.095443,0.442104,-0.085031
0,-0.520337,2.112582,9.585856,-0.129869,0.488796,-0.028394
0,-0.57677,2.06674,9.61256,-0.15215,0.472922,-0.002989
0,-0.618563,2.04226,9.346762,-0.191257,0.456104,0.019661
0,-0.346986,2.224761,9.421756,-0.317077,0.632351,0.035438
0,-0.275946,2.108457,9.577293,-0.4491,0.855137,0.074203
0,-0.841648,1.894316,9.529875,-0.401343,0.938206,0.067064
0,-1.075887,1.837718,9.664713,-0.352548,0.836966,0.041715
0,-1.098541,1.726957,9.664414,-0.253811,0.642025,0.030692
0,-0.869725,1.851931,9.626698,-0.174872,0.545199,-0.012407
0,-0.936032,1.84784,9.669942,-0.115542,0.473604,-0.027448
0,-0.998759,1.842844,9.555155,-0.078705,0.415821,-0.031297
0,-1.21355,1.767701,9.528135,-0.020219,0.335492,-0.024076
0,-1.21355,1.767701,9.528135,-0.020219,0.335492,-0.024076
0,-1.247631,1.832579,9.251847,-0.08654,0.372336,-0.00447
0,-1.312103,1.751546,9.382219,-0.1221,0.342727,-0.000504
0,-1.274433,1.842853,9.416838,-0.135548,0.332186,8.1e-05
0,-1.306902,1.783269,9.578458,-0.184818,0.39466,0.00978
0,-1.41702,1.743524,9.67288,-0.182495,0.39324,0.027703
0,-1.467144,1.730498,9.55808,-0.18314,0.379577,0.044935
